section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated,year
local,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price and Joe Marusak, The Charlotte Observer",Freezing rain could make travel hazardous in the Charlotte region early Wednesday,85619,372,10,0,4,0,0,0,0,2019
opn_columns_blogs,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Justin Perry - Contributing columnist, Charlotte Observer, The Charlotte Observer",Charlotte’s new redlining - how we’re still keeping whites separate,85620,604,20,0,4,0,0,0,0,2019
politics_government,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Ann Doss Helms, The Charlotte Observer",Charlotte women’s march is Saturday. Here’s what you need to know.,85621,509,20,0,7,0,0,0,0,2019
local,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",‘Rest well knowing the Klan is awake!’ say KKK recruiting flyers tossed into NC yards,85622,245,7,0,4,0,0,0,0,2019
preps_blog,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Jay Edwards and Langston Wertz Jr., The Charlotte Observer",Jay Edwards ‘Spotlight Stars’: the son of the NBA’s ‘Mad Max’ lighting it up at North Meck,85623,2710,103,0,51,0,0,0,0,2019
op_ed,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Keith Larson, Special to the Observer, The Charlotte Observer",What Twitter would say if MLK were alive today,85624,549,25,0,12,0,0,0,0,2019
politics_government,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Ely Portillo, The Charlotte Observer",New property values are going out to owners this week. Here’s what you need to know.,85625,558,21,0,3,0,0,0,0,2019
election,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer","Democrat Trevor Fuller jumps into 2020 Senate race, hopes to challenge Tillis",85626,266,14,0,5,0,0,0,0,2019
business,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Cassie Cope and Deon Roberts, The Charlotte Observer","In new health care shakeup, dozens of Charlotte doctors to break away from Novant Health",85627,471,13,0,12,0,0,0,0,2019
editorials,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","the Observer editorial board, The Charlotte Observer",Thom Tillis the moderate? Be skeptical,85628,561,28,0,7,0,0,0,0,2019
carolina_panthers,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Jourdan Rodrigue, The Charlotte Observer","Panthers position analysis: What changes, players could impact defensive line?",85629,1138,31,0,14,0,0,0,0,2019
preps_blog,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle and Langston Wertz Jr., The Charlotte Observer",Swimming Roundup: Cox Mill sweeps South Piedmont championships,85630,665,22,0,14,0,0,0,0,2019
preps_blog,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle and Langston Wertz Jr., The Charlotte Observer",Monday’s wrestling roundup: Charlotte Latin sweeps,85631,1524,17,0,15,0,0,0,0,2019
business,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Kathleen Purvis, The Charlotte Observer",Classic Charlotte restaurant rushing repairs after 3rd wreck barely misses customers,85632,395,17,0,6,0,0,0,0,2019
education,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Ann Doss Helms, The Charlotte Observer","Six years after voters said yes, CMS is about to start building a new southern school",85633,274,9,0,5,0,0,0,0,2019
local,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Before megalodon shark came Galagadon -- a shark with ‘spaceship-shaped’ teeth,85634,365,14,0,2,0,0,0,0,2019
thats_racin,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Brendan Marks, The Charlotte Observer",Will new Mustang yield same championship results for Ford in 2019? History says...,85635,578,20,0,3,0,0,0,0,2019
carolina_panthers,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Jourdan Rodrigue, The Charlotte Observer",Guess what Christian McCaffrey is up to in his second NFL offseason?,85638,235,10,0,1,0,0,0,0,2019
ece_incoming,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer","Boutique hotel, shops and offices approved for South End",85639,221,5,0,2,0,0,0,0,2019
carolina_panthers,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Marcel Louis-Jacques, The Charlotte Observer",Senior Bowl notebook: Charlotte well-represented as teams practice for first time,85640,427,14,0,2,0,0,0,0,2019
high_school,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle and Langston Wertz Jr., The Charlotte Observer",Just a kid from Huntersville: UNC star Luke Maye gets high school jersey retired,85641,615,35,0,1,0,0,0,0,2019
preps_blog,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Tuesday’s girls roundup: Providence tops South Meck in Sweet 16 showdown,85642,2184,102,0,31,0,0,0,0,2019
preps_blog,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Tuesday’s boys high school basketball capsules 01.22.19,85643,1988,58,0,17,0,0,0,0,2019
c5_around_town,2019-01-22,20190122,"Charlotte Observer, The: Web Edition Articles (NC)","Alicia Valenski, The Charlotte Observer",Everything you need to know about the Women United March this Saturday (whether you’re participating or just want to avoid traffic),85644,948,36,0,4,0,0,0,0,2019
local,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Ely Portillo, The Charlotte Observer",Will anyone challenge Charlotte’s mayor? Why Vi Lyles is in a strong position in 2019.,85646,1292,51,0,15,0,0,0,0,2019
preps_blog,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Thursday’s high school basketball roundup, Friday preview",85647,1377,39,0,18,0,0,0,0,2019
op_ed,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Gina Navarrete and Laura Meier - Special to the Observer, The Charlotte Observer",Are the women’s marches really imploding? Not ours.,85648,581,23,0,5,0,0,0,0,2019
business,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Cassie Cope, The Charlotte Observer",Doctors leaving Novant plan to partner with out-of-state medical group,85649,281,6,0,4,0,0,0,0,2019
preps_blog,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle and Langston Wertz Jr., The Charlotte Observer",Wednesday’s swim/wrestling roundup: Providence holds off South Meck,85650,740,14,0,11,0,0,0,0,2019
carolina_panthers,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Marcel Louis-Jacques, The Charlotte Observer","With practices over, time for a new list of Panthers’ top 5 Senior Bowl prospects",85651,657,24,0,7,0,0,0,0,2019
election,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer","With key Democrats’ help, Dan McCready has raised big money for possible new election",85652,342,15,0,7,0,0,0,0,2019
politics_government,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Bruce Henderson, The Charlotte Observer",NC town is trying to oust a council member. She wants money spent to remove her repaid.,85653,670,19,0,8,0,0,0,0,2019
opinion,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","the Observer editorial board, The Charlotte Observer",Brace yourself for a big tax hike in Mecklenburg,85654,540,20,0,2,0,0,0,0,2019
politics_government,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Ely Portillo, The Charlotte Observer",Sticker shock at your new tax value? Here’s what you need to know to appeal.,85655,542,19,0,5,0,0,0,0,2019
thats_racin,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Dale Earnhardt Sr. died just before his custom yacht was delivered. You can own it.,85656,924,18,0,1,0,0,0,0,2019
north_carolina,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Simone Jasper, The Charlotte Observer","Conjoined NC twins among youngest separated, hospital says. Here’s how they’re doing",85657,355,17,0,5,0,0,0,0,2019
high_school,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Named McDonald’s All-American, where does Cox Mill’s Wendell Moore rank among area’s greats?",85658,1412,85,0,7,0,0,0,0,2019
election,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer",9th District Republican Mark Harris hospitalized with infection,85659,210,8,0,4,0,0,0,0,2019
college,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer",Confidence ... and no more cookies? How Davidson’s Luke Frampton regained his form,85661,824,49,0,6,0,0,0,0,2019
local,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Alligator seen napping in SC swamp with turtle as its pillow -- and possible dinner,85662,358,17,0,3,0,0,0,0,2019
local,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",3-year-old boy lost in NC woods tells his family he ‘hung out with a bear for 2 days’,85663,536,16,0,2,0,0,0,0,2019
preps_blog,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Jay Edwards’ Spotlight Players: Dollar on money for East Lincoln basketball,85664,2787,72,0,49,0,0,0,0,2019
business,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer",Ballantyne parking fight leads owner to sue city of Charlotte,85665,532,14,0,9,0,0,0,0,2019
thats_racin,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Dale Earnhardt Jr. gets his beloved No. 8 back. Here’s how he did it.,85666,368,19,0,1,0,0,0,0,2019
preps_blog,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Friday’s girls roundup: Mallard Creek contributes to ‘Black Friday;’ Sweet 16 upsets galore,85667,1939,115,0,20,0,0,0,0,2019
charlotte_hornets,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Charles F. Gardner, The Charlotte Observer","How the NBA-leading Bucks’ late rally overwelmed Hornets, injured Kemba Walker",85668,643,32,0,6,0,0,0,0,2019
c5_people,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Christy Core Harris, The Charlotte Observer",13 places to get flowers for your loved one for Valentine’s Day (Pro tip: Do it SOON),85669,893,41,0,2,0,0,0,0,2019
c5_people,2019-01-25,20190125,"Charlotte Observer, The: Web Edition Articles (NC)","Vanessa Infanzon, The Charlotte Observer","Here’s what it’s really like to do 7 of Charlotte’s messiest, muckiest jobs, from pig farming to picking up dog poop",85670,992,50,0,0,0,0,0,0,2019
editorials,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","the Observer editorial board, The Charlotte Observer","Pipeline politics? Maybe so, but NC still needs answers",85671,465,18,0,7,0,0,0,0,2019
carolina_panthers,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Marcel Louis-Jacques, The Charlotte Observer","Panthers position analysis: At QB, Cam Newton’s surgery requires a plan, but what?",85672,1304,32,0,9,0,0,0,0,2019
local,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Nick Jonas, Priyanka Chopra get Southern style wedding reception Sunday in Belmont NC",85673,345,7,0,0,0,0,0,0,2019
south_carolina,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Charles Duncan, The Charlotte Observer","More than 100 shots were fired at a SC party, but only one person got hit, cops say",85674,233,9,0,1,0,0,0,0,2019
high_school,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",NCHSAA Dual Team Wrestling Brackets released,85675,1037,72,0,2,0,0,0,0,2019
local,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price and Joe Marusak, The Charlotte Observer",Beware of black ice Tuesday evening as ‘a rapid freeze up’ sets in after day of rain,85676,419,15,0,4,0,0,0,0,2019
crime,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Michael Gordon, The Charlotte Observer",Feds say he paid for his meal before robbing a McDonald’s. Then he came back for change,85677,487,14,0,9,0,0,0,0,2019
college,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer","Former Volunteers, Browns running back joins Charlotte 49ers football coaching staff",85678,257,6,0,4,0,0,0,0,2019
editorials,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","the Observer editorial board, The Charlotte Observer",Duke University has a problem with race,85679,506,21,0,14,0,0,0,0,2019
high_school,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Boys Sweet 16: Cox Mill, Wendell Moore make move to the top",85680,262,11,0,8,0,0,0,0,2019
preps_blog,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","High School Basketball games of the week, full schedule",85681,950,18,0,11,0,0,0,0,2019
op_ed,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Brenda Hayden, Special to the Observer, The Charlotte Observer","Redlining? No, Realtors follow a strict code of conduct",85682,390,14,0,8,0,0,0,0,2019
high_school,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",#BIG5 high school basketball players of the week,85684,206,5,0,4,0,0,0,0,2019
preps_blog,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Another week, another new No. 1 team in the girls Sweet 16 basketball poll",85685,200,9,0,4,0,0,0,0,2019
local,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Ely Portillo and Bruce Henderson, The Charlotte Observer",Some Mecklenburg commissioners want to ban guns in parks. Do they have the power?,85686,620,20,0,15,0,0,0,0,2019
north_carolina,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Charles Duncan, The Charlotte Observer","Man shoved his face into women’s butts at shopping center, NC cops say after arrest",85687,289,9,0,7,0,1,0,0,2019
business,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Katherine Peralta, The Charlotte Observer",Bridal boutique opens this spring in South End,85688,497,16,0,4,0,0,0,0,2019
local,2019-01-28,20190128,"Charlotte Observer, The: Web Edition Articles (NC)","Bruce Henderson, The Charlotte Observer",Bloody weekend gets Charlotte off to a fast start on 2019 homicides,85690,316,13,0,10,0,0,0,0,2019
